3M SKU:;3M SKU Description:;Division:;contar
70202109339;Victory Series Low Profile MBT L Rt 1Bicuspid -12T/2A DHk 022;OCSD;0
70202109347;Victory Series Low Profile MBT L Lt 1Bicuspid -12T/2A DHk 022;OCSD;0
70202109412;Victory Series Low Profile MBT L Rt 2Bicuspid -17T/2A DHk 022;OCSD;0
70202109420;Victory Series Low Profile MBT L Lt 2Bicuspid -17T/2A DHk 022;OCSD;0
70202121540;Gemini MBT Twin                U Lt Central 17T/4A 022;OCSD;1
70202121557;Gemini MBT Twin                U Rt Central 17T/4A 022;OCSD;0
70202121565;Gemini MBT Twin                U Lt Lateral 10T/8A 022;OCSD;1
70202121573;Gemini MBT Twin                U Rt Lateral 10T/8A 022;OCSD;0
70202121581;Gemini MBT Twin                U Lt Cuspid -7T/8A 022;OCSD;0
70202121599;Gemini MBT Twin                U Rt Cuspid -7T/8A 022;OCSD;0
70202121607;Gemini MBT Twin                U Lt Cuspid -7T/8A Hk 022;OCSD;0
70202121615;Gemini MBT Twin                U Rt Cuspid -7T/8A Hk 022;OCSD;0
70202121649;Gemini MBT Twin                U Lt Cuspid 0T/8A Hk 022;OCSD;0
70202121656;Gemini MBT Twin                U Rt Cuspid 0T/8A Hk 022;OCSD;0
70202121672;Gemini MBT Twin                U Lt Bicuspid -7T/0A THK Hk 022;OCSD;0
70202121680;Gemini MBT Twin                U Rt Bicuspid -7T/0A THK Hk 022;OCSD;0
70202121698;Gemini MBT Twin                L Lt/Rt Anterior -6T/0A 022;OCSD;0
70202121706;Gemini MBT Twin                L Lt Cuspid -6T/3A 022;OCSD;0
70202121714;Gemini MBT Twin                L Rt Cuspid -6T/3A 022;OCSD;0
70202121763;Gemini MBT Twin                L Lt Cuspid 0T/3A Hk 022;OCSD;0
70202121771;Gemini MBT Twin                L Rt Cuspid 0T/3A Hk 022;OCSD;0
70202121805;Gemini MBT Twin                L Lt 1Bicuspid -12T/2A Hk 022;OCSD;0
70202121813;Gemini MBT Twin                L Rt 1Bicuspid -12T/2A Hk 022;OCSD;0
70202121847;Gemini MBT Twin                L Lt 2Bicuspid -17T/2A Hk 022;OCSD;0
70202121854;Gemini MBT Twin                L Rt 2Bicuspid -17T/2A Hk 022;OCSD;0
70202122290;Gemini Twin                    U Lt Central 14T/5A 022;OCSD;0
70202122308;Gemini Twin                    U Rt Central 14T/5A 022;OCSD;0
70202122316;Gemini Twin                    U Lt Lateral 7T/8A 022;OCSD;0
70202122324;Gemini Twin                    U Rt Lateral 7T/8A 022;OCSD;0
70202122365;Gemini Twin                    L Lt/Rt Anterior -1T/0A 022;OCSD;0
70202122415;Gemini Twin                    L Lt Cuspid -11T/6A Hk 022;OCSD;0
70202122423;Gemini Twin                    L Rt Cuspid -11T/6A Hk 022;OCSD;0
70202122431;Gemini Twin                    U Lt Cuspid 0T/10A Hk 022;OCSD;0
70202122449;Gemini Twin                    U Rt Cuspid 0T/10A Hk 022;OCSD;0
70202122456;Gemini Twin                    L Lt Cuspid 0T/6A Hk 022;OCSD;0
70202122464;Gemini Twin                    L Rt Cuspid 0T/6A Hk 022;OCSD;0
70202122472;Gemini Twin                    U Lt Bicuspid -7T/0A Hk 022;OCSD;0
70202122480;Gemini Twin                    U Rt Bicuspid -7T/0A Hk 022;OCSD;0
70202122498;Gemini Twin                    L Lt 1Bicuspid -17T/0A Hk 022;OCSD;0
70202122506;Gemini Twin                    L Rt 1Bicuspid -17T/0A Hk 022;OCSD;0
70202122514;Gemini Twin                    L Lt 2Bicuspid -22T/0A 022 HK;OCSD;0
70202122522;Gemini Twin                    L Rt 2Bicuspid -22T/0A 022 HK;OCSD;0
70202175421;Victory Series Low Profile MBT U/L Lt/Rt 5X5 CHk 022;OCSD;0
70202175462;Victory Series Low Profile MBT U/L Lt/Rt 5X5 Hk 022;OCSD;0
70202175587;Victory Series Low Profile MBT U/L Lt/Rt 5X5 0Tq Cus Hk 022;OCSD;0
70202175835;Gemini Twin MBT                U/L Lt/Rt 5X5 Hk 022;OCSD;0
70202072909;"Latex Elastics 30 pks of 100   Med 4 Oz 3/16"" Bill";OCSD;17
70202072982;"Latex Elastics 30 pks of 100   Hvy 6 Oz 3/8"" George";OCSD;1
70202073451;AlastiK Separator              S-3 Posterior Clear;OCSD;11
70202119437;AlastiK Easy-To-Tie Ligature   Ties Smoke 100/Pk;OCSD;4
70202119445;AlastiK Easy-To-Tie Ligature   Ties Light Blue 100/Pk;OCSD;14
70202119452;AlastiK Easy-To-Tie Ligature   Ties Dusky Blue 100/Pk;OCSD;1
70202119460;AlastiK Easy-To-Tie Ligature   Ties Teal 100/Pk;OCSD;0
70202119478;AlastiK Easy-To-Tie Ligature   Ties Lavender 100/Pk;OCSD;2
70202119486;AlastiK Easy-To-Tie Ligature   Ties Navy Blue 100/Pk;OCSD;1
70202119494;AlastiK Easy-To-Tie Ligature   Ties Hot Red 100/Pk;OCSD;5
70202119502;AlastiK Easy-To-Tie Ligature   Ties Kelly Green 100/Pk;OCSD;1
70202119510;AlastiK Easy-To-Tie Ligature   Ties Yellow 100/Pk;OCSD;1
70202119528;AlastiK Easy-To-Tie Ligature   Ties Deep Black 100/Pk;OCSD;7
70202119536;AlastiK Easy-To-Tie Ligature   Ties Gold 100/Pk;OCSD;0
70202119544;AlastiK Easy-To-Tie Ligature   Ties Silver 100/Pk;OCSD;2
70202119551;AlastiK Easy-To-Tie Ligature   Ties Purple Metallic 100/Pk;OCSD;6
70202119569;AlastiK Easy-To-Tie Ligature   Ties Blue Metallic 100/Pk;OCSD;5
70202119577;AlastiK Easy-To-Tie Ligature   Ties Green Metallic 100/Pk;OCSD;4
70202119585;AlastiK Easy-To-Tie Ligature   Ties Radical Red 100/Pk;OCSD;4
70202119593;AlastiK Easy-To-Tie Ligature   Ties Screaming Pink 100/Pk;OCSD;2
70202119601;AlastiK Easy-To-Tie Ligature   Ties Plum Crazy 100/Pk;OCSD;0
70202119619;AlastiK Easy-To-Tie Ligature   Ties Orange Blast 100/Pk;OCSD;0
70202119627;AlastiK Easy-To-Tie Ligature   Ties Extreme Green 100/Pk;OCSD;0
70202119635;AlastiK Easy-To-Tie Ligature   Ties Midnight Glow 100/Pk;OCSD;0
70202119643;AlastiK Easy-To-Tie Ligature   Ties Mediterranean Blue 100/Pk;OCSD;6
70202119650;AlastiK Easy-To-Tie Ligature   Ties Obscure 100/Pk;OCSD;0
70202176650;AlastiK Easy-To-Tie Ligature   Ties White 100/Pk;OCSD;0
70000808710;Forsus EZ2 Module 5 Patient Kit;OCSD;0
70000808595;Unitek Bracket Placement Instru;OCSD;0
70000915168;3M (TM) Unitek (TM) Open-Close Instrument for the Ultra SL Sys;OCSD;0
70006633450;Unitek Debonding Instrument;OCSD;0
70202090372;Prestige Weingart Utility Plier;OCSD;0
70202090497;Prestige Post Band Rem Short;OCSD;0
70202090604;Prestige Slimnose Weingart;OCSD;0
70202090612;Prestige End Cutter;OCSD;0
70202090620;Prestige Hard Wire Cutter;OCSD;0
70202090646;Prestige Pin & Ligature Cutter;OCSD;0
70202090653;Prestige Mini Pin & Lig Cutter;OCSD;0
70202090661;Prestige Micro Mini Pin & Lig;OCSD;0
70202090679;Prestige Univ Saf Hold Cutter;OCSD;0
70202090687;Prestige Ligature Director;OCSD;0
70202090802;MBT Positioning Gauge Kit      (Set of 4);OCSD;0
70202224609;Prestige Long Safety Hld Cutter;OCSD;0
70202309160;Unitek TAD 10mm;OCSD;0
70202309178;Unitek TAD 6mm;OCSD;0
70202309186;Unitek TAD 8mm;OCSD;0
70000821218;Vict Srs Fun BT Sng N-Cv MBT MbLLt 2Molar -10T/0Of 3.6mm 022;OCSD;2
70000821226;Vict Srs Fun BT Sng N-Cv MBT MbLRt 2Molar -10T/0Of 3.6mm 022;OCSD;2
70000821333;Vict Srs LwPr BT Sng Cv MBT Mb LLt 1Molar -20T/0Of 4.3mm 022;OCSD;0
70000821341;Vict Srs LwPr BT Sng Cv MBT Mb LRt 1Molar -20T/0Of 4.3mm 022;OCSD;0
70000876097;VS SuperiorFit BT Sng MBT      LLt 1Molar N-CV-20T/0off 022;OCSD;18
70000876105;VS SuperiorFit BT Sng MBT      LRt 1Molar N-CV-20T/0off 022;OCSD;22
70000878861;VS SuperiorFit BT Sng MBT      ULt 1Molar-N-CV-14T/10off 022;OCSD;15
70000878879;VS SuperiorFit BT Sng MBT      URt 1Molar-N-CV-14T/10off 022;OCSD;20
70000879067;VS SuperiorFit BT Sng MBT      ULt 2Molar N-CV-14T/10off 022;OCSD;31
70000879075;VS SuperiorFit BT Sng MBT      URt 2Molar N-CV-14T/10off 022;OCSD;13
70000879109;VS SuperiorFit BT Sng MBT      LLt 2Molar N-CV-15T/0off 022;OCSD;13
70000879117;VS SuperiorFit BT Sng MBT      LRt 2Molar N-CV-15T/0off 022;OCSD;14
70000908460;VS SuperiorFit BT Sng ROTH     LLt 1Molar CV -25T/6off 022;OCSD;14
70000908593;VS SuperiorFit BT Sng ROTH     URt 2Molar N-CV -10T/6off 022;OCSD;20
70006630134;Vict Srs Fun BT Sng N-Cv MBT MbL Rt 1Molar -20T/0Of4.6mm 022;OCSD;2
70006630142;Vict Srs Fun BT Sng N-Cv MBT MbL Lt 1Molar -20T/0Of4.6mm 022;OCSD;2
70006630183;Vict Srs Fun BT Sng N-Cv MBT MbU Lt 1Molar -14T/10Of4.6mm 022;OCSD;0
70006631884;Vict Srs Fun BT Sng N-Cv MBT MbU Rt 2Molar -19T/8Of3.9mm 022;OCSD;0
70202025592;Victory Series BT Sng Cv Mb    LLt 1Molar -25T/6Of4.3mm Hk 022;OCSD;0
70202025618;Victory Series BT Sng Cv Mb    LRt 1Molar-25T/6Of 4.3mm Hk 022;OCSD;0
70202025626;Victory Series BT Dbl Cv       LLt 1Molar-25T/7Of 3.6mm Hk 022;OCSD;0
70202025642;Victory Series BT Dbl Cv       LRt 1Molar-25T/7Of 3.6mm Hk 022;OCSD;2
70202025816;Victory Series BT Sng Cv Mb    LRt 1Molar-10T/0Of 4.3mm Hk 022;OCSD;4
70202025832;Victory Series BT Sng Cv Mb    LLt 1Molar-10T/0Of 4.3mm Hk 022;OCSD;2
70202025840;Victory Series BT Sng N-Cv     LRt 2Molar-10T/0Of 4.3mm Hk 022;OCSD;0
70202025865;Victory Series BT Sng N-Cv     LLt 2Molar-10T/0Of 4.3mm Hk 022;OCSD;3
70202026087;Victory Series BT Sng N-Cv     ULt/LRt 2M-10T/6Of 3.6mm Hk 022;OCSD;0
70202026095;Victory Series BT Sng N-Cv Mb  ULt 2Molar-10T/6Of 3.6mm Hk 022;OCSD;0
70202026103;Victory Series BT Sng N-Cv     URt/LLt 2M-10T/6Of 3.6mm Hk 022;OCSD;0
70202026111;Victory Series BT Sng N-Cv Mb  URt 2Molar-10T/6Of 3.6mm Hk 022;OCSD;2
70202026160;Victory Series BT Sng N-Cv     LLt 2Molar-30T/6Of 3.6mm Hk 022;OCSD;4
70202026178;Victory Series BT Sng N-Cv Mb  LLt 2Molar-30T/6Of 3.6mm Hk 022;OCSD;0
70202026186;Victory Series BT Sng N-Cv     LRt 2Molar-30T/6Of 3.6mm Hk 022;OCSD;0
70202026194;Victory Series BT Sng N-Cv Mb  LRt 2Molar-30T/6Of 3.6mm Hk 022;OCSD;0
70202026343;Victory Series BT Sng Cv Mb    LRt 1Molar-25T/6Of 3.6mm Hk 022;OCSD;0
70202026368;Victory Series BT Sng Cv Mb    LLt 1Molar-25T/6Of 3.6mm Hk 022;OCSD;0
70202026392;Victory Series BT Sng N-Cv     ULt 2Molar-14T/10Of4.3mm Hk 022;OCSD;0
70202026418;Victory Series BT Sng N-Cv     URt 2Molar-14T/10Of4.3mm Hk 022;OCSD;0
70202027531;Victory Series BT Trpl Cv 045  ULt -10T/7Of 3.6mm Hk 022;OCSD;0
70202027549;Victory Series BT Trpl Cv 045  URt -10T/7Of 3.6mm Hk 022;OCSD;0
70202027648;Victory Series BT Sng Cv Mb    ULt 1Molar -10T/7Of4.3mm Hk 022;OCSD;0
70202027663;Victory Series BT Sng Cv Mb    URt 1Molar -10T/7Of4.3mm Hk 022;OCSD;0
70202175355;Victory Series BT Sng N-Cv     L Lt 1Molar-20T/0Of4.3mm Hk 022;OCSD;0
70202175371;Victory Series BT Sng N-Cv     L Rt 1Molar-20T/0Of4.3mm Hk 022;OCSD;0
70202121730;119-786 Gemini MBT Twin L Rt Cuspid -6T/3A Hk 022;OCSD;0
70202121722;119-785 Gemini MBT Twin L Lt Cuspid -6T/3A Hk 022;OCSD;0
70202012590;017-317 Miniature Twin L Lt Cuspid -11T/5A DHk 022;OCSD;0
70202025923;067-919 VICTORY SERIES BT SNG CV LLT 1MOLAR-20T/0O;OCSD;0
70202025949;067-920 VICTORY SERIES BT SNG CV LRT 1MOLAR-20T/0O;OCSD;0
70202099399;067-960 VICTORY SERIES BT DBL CV LRT 1MOLAR-20T/0O;OCSD;0
70202119841;068-997 VICTORY SERIES BT SNG CV ULT 1MOLAR-14T/10;OCSD;0
09020679198;MBT Banda 902-000 + Tubo 067-919;OCSD;20
09020679206;MBT Banda 902-000 + Tubo 067-920;OCSD;29
09020679677;MBT Banda 902-000 + Tubo 067-967;OCSD;47
09020679685;MBT Banda 902-000 + Tubo 067-968;OCSD;29
09020689858;MBT Banda 902-000 + Tubo 068-985;OCSD;24
09020689866;MBT Banda 902-000 + Tubo 068-986;OCSD;27
09020689890;MBT Banda 902-000 + Tubo 068-989;OCSD;6
09020689908;MBT Banda 902-000 + Tubo 068-990;OCSD;6
90206898919;MBT Banda 902-000 + Tubo 068-989 + Lingual Sheaths 080-241;OCSD;26
90206899024;MBT Banda 902-000 + Tubo 068-990  + Lingual Sheaths 080-240;OCSD;26
90206898935;MBT Banda 902-000 + Tubo 068-989 + Lingual Sheaths 080-110;OCSD;3
90206899040;MBT Banda 902-000 + Tubo 068-990  + Lingual Sheaths 080-110;OCSD;1
09050679159;MBT Banda 905-000 + Tubo 067-915;OCSD;22
09050679167;MBT Banda 905-000 + Tubo 067-916;OCSD;23
09050679571;MBT Banda 905-000 + Tubo 067-957;OCSD;24
09050679589;MBT Banda 905-000 + Tubo 067-958;OCSD;19
09020679032;Roth Banda 902-000 + Tubo 067-903;OCSD;2
09020679040;Roth Banda 902-000 + Tubo 067-904;OCSD;0
09020689130;Roth Banda 902-000 + Tubo 068-913;OCSD;0
90206891450;Roth Banda 902-000 + Tubo 068-914 + Lingual Sheaths 080-241;OCSD;3
90206891369;Roth Banda 902-000 + Tubo 068-913 + Lingual Sheaths 080-240;OCSD;0
90206891476;Roth Banda 902-000 + Tubo 068-914 + Lingual Sheaths 080-110;OCSD;9
90206891385;Roth Banda 902-000 + Tubo 068-913 + Lingual Sheaths 080-110;OCSD;5
09020689148;Roth Banda 902-000 + Tubo 068-914;OCSD;7
09050679290;Roth Banda 905-000 + Tubo 067-929;OCSD;12
09050679308;Roth Banda 905-000 + Tubo 067-930;OCSD;4
09050679357;Roth Banda 905-000 + Tubo 067-935;OCSD;2
09050679365;Roth Banda 905-000 + Tubo 067-936;OCSD;4
70202099514;067-9604 VicSeriesBTDblCvMbLRt 1Molar-20T/0Of4.3mm;OCSD;0
70202099522;067-9613 VicSeriesBTDblCvMbLLt 1Molar-20T/0Of 4.3mm;OCSD;0
70202027820;068-9511 VicSeriesBTDblCvMbULt1Molar-10T/7Of3.6mm;OCSD;0
70202027846;068-9522 VicSeriesBTDblCvMbURt1Molar-10T/7Of 3.6mm;OCSD;0
70202071653;344-250 Nitinol Closed Coil Spring 9MM Heavy;OCSD;5
70202072891;"404-516 LatexElastics 30pksof100 Med4Oz 1/8"" Cathy";OCSD;23
70202072966;"404 -636 LatexElastics30pksof100 Hvy 6Oz1/4"" Fred";OCSD;2
70202072933;"404-546 Latex Elastics 3M/Pk,Med 4 Oz 5/16"" Louie";OCSD;5
70202072917;"404-536 LatexElastics30pksof100Med 4 Oz1/4"" Elliot";OCSD;1
70202071711;346-250 Nitinol Closed Coil Springs 12MM Heavy;OCSD;0
70202069897;300-955 PermSS PostArchOF III Ovoid L 016X022 30MM;OCSD;0
70202069913;300-957 PermSS PostArchOF III Ovoid L 016X022 26MM;OCSD;0
70202071703;346-200 Nitinol Closed Coil Springs 12MM Medium;OCSD;0
70000916919;712-046 Transbond Supreme LV Kit;OCSD;6
70202069723;300-914 Braided OFII Square L 019X025;OCSD;0
70202089382;712-021 Transbond MIP Kit;OCSD;1
70202069715;300-913 BRAIDED OFII SQUARE U 019X025;OCSD;0
09020679305;MBT Banda 902-000 + Tubo 067-930 + Lingual  080-243;OCSD;0
09020679297;MBT Banda 902-000 + Tubo 067-929 + Lingual  080-242;OCSD;0
09020689940;MBT Banda 902-000 + Tubo 068-994;OCSD;0
09020679602;MBT Banda 902-000 + Tubo 067-960;OCSD;0
09020679610;MBT Banda 902-000 + Tubo 067-961;OCSD;0
70202186428;902-000 BANDA MOLAR CONTORNEADA REGULAR MEU/L LT/RT SURTIDO;OCSD;0
70202186436;905-000 BANDA MOLAR CONTORNEADA REGULAR MEU/L LT/RT 2MOLAR;OCSD;0
70202028125;Victory Series BT Combo Cv 045 ULt 1Molar-14T/10Of4.3mm Hk 022;OCSD;0
70202028133;Victory Series BT Combo Cv 045 URt 1Molar-14T/10Of4.3mm Hk 022;OCSD;0
70202099456;Victory Series BT Trpl Cv 045  ULt -14T/10Of4.3mm Hk 022;OCSD;0
70202099464;Victory Series BT Trpl Cv 045  URt -14T/10Of4.3mm Hk 022;OCSD;0
70202028331;Lingual Sheaths Slotted        ULt/LRt Hk 036 Latch Indent;OCSD;0
70202028349;Lingual Sheaths Slotted        URt/LLt Hk 036 Latch Indent;OCSD;0
70000876923;4006-111 APC FF CLARITY ADVANCED MBT U/L LT/RT 5X5;OCSD;0
70202099407;067-961 VICTORY SERIES BT DBL CV LLT 1MOLAR-20T/0O;OCSD;0
70202073444;406-084 AlastiK Separator S-2 Posterior Blue;OCSD;0
70202077288;4296-407 Nitinol CL OFII Square U 016 Unit of Use;OCSD;0
70202077296;4296-408 Nitinol CL OFII Square L 016 Unit of Use;OCSD;0
70202077262;4296-405 Nitinol CL OFII Squared U 014 Unit of Use;OCSD;0
70202077270;4296-406 Nitinol CL OFII Square L 014 Unit of Use;OCSD;0
70202077304;4296-409 Nitinol CL OFII Square U 018 Unit of Use;OCSD;0
70202077312;4296-410 Nitinol CL OFII Square L 018 Unit of Use;OCSD;0
70202069772;300-933 Perm SS Post Arch OF III Ovoid U 016X022 40MM;OCSD;0
70202069780;300-934 Perm SS Post Arch OF III Ovoid U 016X022 38MM;OCSD;0
70202069798;300-935 Perm SS Post Arch OF III Ovoid U 016X022 36MM;OCSD;0
70202069921;300-958 Perm SS Post Arch OF III Ovoid L 016X022 24MM;OCSD;0
70202179670;058-9010 VICTORY SERIES 2BICUSPID TUBE L LT 2BIC;OCSD;0
70202179662;058-9020 VICTORY SERIES 2BICUSPID TUBE L RT 2BIC -;OCSD;0
70202082437;RETAINER MOD/NEON 10 SAMPLER;OCSD;0
70202047737;200-104 Ligature Wires 010 Spools 16oz;OCSD;0
70202073675;406-430 AlastiK Ligature Clear W Guard 100 Pk;OCSD;0
70202073469;406-086 AlastiK Separator Radiopaque Sx Posterior Dusky Blue C/Pk;OCSD;0
78809865096;33106-0107 FOAM PAD FOR 390-100 BLUE;OCSD;0
70000808736;885-143 Forsus EZ2 Module 1 Patient Kit, Short 25mm;OCSD;0
70000808744;885-144 Forsus EZ2 Module 1 Patient Kit, Medium 29mm;OCSD;0
70000816051;885-150 Forsus EZ2 Module 1 Patient Kit, X-Short 22mm;OCSD;0
70202179787;885-126 Forsus Direct Pushrod 1 Patient Kit, Short 25mm;OCSD;0
70202179795;885-127 Forsus Direct Pushrod 1 Patient Kit, Medium 29mm;OCSD;0
70000916455;600-243 Clarity Ultra SL Typodont with Stand;OCSD;0
70000841109;600-236 Clarity ADVANCED Typodont with Stand;OCSD;0
70202083682;600-213 Consultation Model Miniature Tw;OCSD;0
70006508587;600-224 Consultation Model LP MBT Rx;OCSD;0
70000877111;600-241 Consultation Model Victory Series Active SL Bracket;OCSD;0
70000932502;404-516 LATEX ELASTICS 30 PKS OF 100 MED 4 OZ 1/8;OCSD;0
70000932510;404-526 LATEX ELASTICS 30 PKS OF 100 MED 4 OZ 3/16;OCSD;0
70000932528;404-536 LATEX ELASTICS 30 PKS OF 100 MED 4 OZ 1/4;OCSD;0
70000932544;404-556 LATEX ELASTICS 30 PKS OF 100 MED 4 OZ 3/8;OCSD;0
70000932551;404-616 LATEX ELASTICS 30 PKS OF 100 HVY 6 OZ 1/8;OCSD;0
70000932569;404-626 LATEX ELASTICS 30 PKS OF 100 HVY 6 OZ 3/16;OCSD;0
70000932577;404-636 LATEX ELASTICS 30 PKS OF 100 HVY 6 OZ 1/4;OCSD;0
70000932593;404-656 LATEX ELASTICS 30 PKS OF 100 HVY 6 OZ 3/8;OCSD;0
70000932601;404-716 LATEX ELASTICS 30 PKS OF 100 X-HVY 8 OZ 1/;OCSD;0
70000932619;404-726 LATEX ELASTICS 30 PKS OF 100 X-HVY 8 OZ 3/;OCSD;0
70000878465;885-152 Forsus Wire Mount Orthodontic Tube 022;OCSD;0
70202073576;406-382 ALASTIK MINI-STIK LIGATURE TIES;OCSD;0
70202073568;406-381 AlastiK Mini-Stik Ligature Ties A1 Gray;OCSD;0
70000908635;069-4224 VS SUPERIORFIT BT SNG ROTH LRT 2MOLAR N-C;OCSD;0
70000908346;069-6113 VS SUPERIORFIT BT SNG ROTH ULT 1MOLAR N-C;OCSD;0
70000908353;069-6124 VS SUPERIORFIT BT SNG ROTH URT 1MOLAR N-C;OCSD;0
70000908585;069-4113 VS SUPERIORFIT BT SNG ROTH ULT 2MOLAR N-C;OCSD;0
70000908429;069-6213 VS SUPERIORFIT BT SNG ROTH LLT 1MOLAR N-C;OCSD;0
70000908437;069-6224 VS SUPERIORFIT BT SNG ROTH LRT 1MOLAR N-C;OCSD;0
70000908627;069-4213 VS SUPERIORFIT BT SNG ROTH LLT 2MOLAR N-C;OCSD;0
XH002017784;TMC Paper Tape 2,5cm;MSD;0
XH002017792;TMC Paper Tape 5 cm;MSD;0
70200419409;1533-0 Micropore (sin Dispensador);MSD;0
70200471111;1528-2 Microfoam;MSD;0
70200471129;1528-4 Microfoam;MSD;0
70200534736;1533-1 Micropore (sin Dispensador);MSD;0
70200534744;1533-2 Micropore (sin Dispensador);MSD;0
70200739582;1527-1 Transpore;MSD;0
70200642521;1527 Transpore a granel;MSD;0
70200733296;1584S Coban Esteril;MSD;0
70200739590;1527-2 Transpore;MSD;0
70200739574;1527-0 Transpore;MSD;0
70200739608;1527-3 Transpore;MSD;0
XH002406797;1527-1 Transpore Alemana;MSD;0
XH002406805;1527-2 Transpore Alemana;MSD;0
XH002406813;1527-3 Transpore Alemana;MSD;0
XH002406730;1535-1 Micropore (con dispensador) Alemana;MSD;0
XH002406755;1535-2 Micropore (con dispensador) Alemana;MSD;0
XH002406839;1584 Coban Alemana;MSD;0
70200674458;2864 Medipore H;MSD;0
70200674433;2862 Medipore H;MSD;0
70200674441;2863 Medipore H;MSD;0
70200764531;2770-1 Cinta de Silicona;MSD;0
XH002417620;1535-1 Micropore (con dispensador) UC;MSD;0
XH002417653;1533-0 Micropore (sin Dispensador) UC;MSD;0
XH002417661;1533-2 Micropore (Sin Dispensador) UC;MSD;0
XH002417679;1533-1 Micropore (sin Dispensador) UC;MSD;0
XH002417646;1538-1 Durapore UC;MSD;0
XH002417638;1527-1 Transpore UC;MSD;0
XH002417687;1584 Coban UC;MSD;0
MH000000074;1535-2 Micropore (con dispensador);MSD;0
MH000000082;1535-1 Micropore (con dispensador);MSD;0
XH002418172;1535-1 Micropore (con dispensador) ACHS;MSD;0
DH888840294;1534-1 Transpore White;MSD;0
MH000000041;1535-0 Micropore (con dispensador);MSD;0
DH999978819;1582 Coban;MSD;0
DH999978827;1583 Coban;MSD;0
DH999978835;1584 Coban;MSD;0
DH888841565;1538-1 Durapore;MSD;0
DH888841573;1538-2 Durapore;MSD;0
LH000013912;2862L Medipore H + Liner;MSD;0
LH000013797;2864L Medipore H + Liner;MSD;0
DH888814174;"Transpore White, easy to tear, hypoallergenic tape, 1/2""x 10 Yds";MSD;0
70200776014;"Transpore White, single use roll, hypoallergenic tape, 1""x 1.5 Yds";MSD;0
UU009104892;1590-1 3M Durapore Advanced Surgical Tape 1 in x 5.5yd;MSD;0
UU009114966;1591-1 3M Durapore Advanced Surgical Tape 1 in x 10yd;MSD;0
UU009104876;1591-2 3M Durapore Advanced Surgical Tape 2 in x 10yd  ;MSD;0
70201173344;2770-1 Cinta de Silicona;MSD;0
DH888814190;1534-2 TRANSPORE WHITE  2 INCHX10 YDS,6RLS/BX,10BX/CS;MSD;0
70201186866;2084 Coban NL 10cm x 4,6m  18RLS/CS;MSD;0
70200772393;2084S Coban NL Estéril 10cm x 4,6m  18RLS/CS;MSD;0
70201186858;2083 Coban NL 7,5cm x 4,6m  24RLS/CS;MSD;0
70201186841;2082 Coban NL 5cm x 4,6m  36RLS/CS;MSD;0
70201187641;2084S Coban NL Estéril 10cm x 4,6m  18RLS/CS;MSD;0
DH888843199;1538-1 Durapore 2,5cm x 9,1m;MSD;0
DH888843207;1538-2 Durapore 5cm x 9,1m;MSD;0
UU011120969;2770-1 Micropore S Cinta con Adhesivo de Silicona;MSD;0
70200534694;1530-1 Micropore Blanca s/ disp;MSD;0
70200534702;1530-2 Micropore Blanca s/ disp;MSD;0
DH888814182;1534-1 TRANSPORE WHITE;MSD;0
XT002428669;3861 Etiqueta Papel TT (2652/rl);MSD;0
XT002428685;3861-D PAPEL TT BLANCA 130MMX100MM 1500/RL XRL/BX;MSD;0
70200466574;1016 Steri-Drape Bolsa Colectora de Fluidos;MSD;0
70200467044;"1015 Steri-Drape en ""U""";MSD;0
70200520305;1021 Steri-Drape Oftalmico con Adhesivo;MSD;0
70200533688;1020 Steri-Drape Oftalmologico Perforado (D. 6.3  cms);MSD;0
70200539883;2037 Steri-Drape II;MSD;0
70200539891;2040 Steri-Drape II;MSD;0
70200539909;2045 Steri-Drape II;MSD;0
70200539917;2050 Steri-Drape II;MSD;0
70200558479;1071 Steri-Drape Urologico;MSD;0
70200490780;1040 Steri-Drape;MSD;0
70200417973;1050 Steri-Drape;MSD;0
XH002406516;1050 Steri Drape C. Alemana;MSD;0
XH002406524;1040 Steri Drape C. Alemana;MSD;0
XH002406540;1015 Steri Drape C. Alemana;MSD;0
XH002406565;6650 Ioban C. Alemana;MSD;0
XH002406573;6640 Ioban C. Alemana;MSD;0
XH002406581;66480 Ioban C. Alemana;MSD;0
XH002409692;Paquete Cirugia Cadera con 4 Batas;MSD;0
XH002412266;Paquete Artroscopia de Rodilla con 3 Batas;MSD;0
70200720228;6640EZ Ioban 2 Campo de Incisión Antimicrobial;MSD;0
70200720236;6650EZ Ioban 2 Campo de Incisión Antimicrobial;MSD;0
70200720244;6648EZ Ioban 2 Campo de Incisión Antimicrobial;MSD;0
70200678822;6619 Ioban 2 Campo de Incisión Antimicrobial y    Bolsa Fluidos;MSD;0
XH002417463;EE4085 UC 1016 Steri Drape Irrigat.;MSD;0
XH002417570;EG7029 UC 6640EZ Ioban 2 Antimicrob;MSD;0
XH002417588;EG7031 UC 1050 Steri Drape;MSD;0
XH002417612;EG7034 UC 6648EZ Ioban 2 Antimicrob;MSD;0
70200770025;9680 Cuchillo para Cortador Quirurgico de Vello   Clipper 9681;MSD;0
70200770058;9683 Cargador Clipper para Cortador 9681;MSD;0
70200737123;Steri-Drape TUR  Urologico;MSD;0
70200787201;Kit Clipper: contiene Clipper Pivote 9661L + Cargador;MSD;0
