Codigo;Descripcion Comprador
70202090976;BANDA ORTODONCIA SIN TUBO N°34+ MD Y MX VALOR X 2 UDS MARCA 3M UNITEK USA ENTREGA 2 DIAS HABILES.
XA009216871;MD 4399 COMPOSITE Z-250 XT SET 5X3G+GR+SB2 3G+AC VENCIMIENTO SUPERIOR A 12 MESES, DESPACHO EN 3 DÍAS HÁBILES DESDE ACEPTADA LA OC.
UU009805928;LAMPARA FOTOCURADO LED ELIPAR DEEPCURE -L MARCA 3M
70201051979;3M COMPOSITE FILTEK P60 JERINGA A3 8100
70201088260;527846 CLINPRO WHITE VARNISH 100 UNIDOSIS CON 100 PINCELES GRANEL REG ISP NO APLICA VCTO MAYOR A 24 MESES. DESPACHO EN 5 DÍAS HÁBILES.EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70201408054;COMPOSITE FILTEK BULK FILL FLOW A3, PRESENTACION KIT DE 2 JERINGAS DE 2GRS CADA UNA . MARCA 3M VCTO. 18 MESES SE ADJUNTA FICHA DEL PRODUCTO
70201031005;3M DISCO SOFLEX GRUESO PLAST 4930C 38 BOLSA 30 UNID EX-2381C MARCA 3M USA FICHA ADJUNTA
70201059907;527776 FILTEK Z350 XT TONO A3B JERINGA 3M DENTAL, VCTO. 02-2026 - SE ADJUNTA FICHA TÉCNICA. DESPACHO EN 3 DIAS. EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO POSTVENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201030890;4850M DISCOS SOF-LEX 38 MEDIANO, 30BOLSA, MARCA 3M, DESPACHO EN 48 HRS HÁBILES.
XH002417075;COABIS095-CHOICE 2 KIT COMPLETO CEMENT. PARA CARILLAS
70201031039;DISCOS SOF-LEX, MARCA 3M
70000836901;BRACKET 3.1/4.1/4.1/4.2 MINI SPRINT PRESCRIPCION MBT REPOSICION MARCA 3M UNITEK.
9020689866;TUBOS DE CEMENTADO DIRECTO 022 MBT 1 MOLAR SUPERIOR DERECHO MARCA 3M UNITEK
70202092774;BANDA 2°. MOLAR 40+ LR CON TUBO, ROTH, MARCA 3M
70201026088;KETAC MOLAR EASYMIX ART. VIDRIO IONOMERO DE RESTAURACIÓN AUTOFRAGUADO, POLVO-LIQUIDO MARCA 3M VCTO. 18 MESES SE ADJUNTA FICHA DEL PRODUCTO
70201139303;527828 ADH.SING.BOND UNIV.FCO.3M 3M DENTAL -VENCIMIENTO ABRIL 2025-SE ADJUNTA FICHA TECNICA. DESPACHO EN 2 DIAS HABILES EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MINIMO FACTURACION 50.000.
70000879067;TUBO SIMPLE MBT CEMENTADO DIRECTO SEGUNDO MOLAR INFERIOR IZQUIERDO, MARCA 3M
70201140426;527828 ADH.SING.BOND UNIV.FCO.3M 3M DENTAL. VCTO. 09-2025 - SE ADJUNTA FICHA TECNICA. DESPACHO EN 2 DIAS. EL DESPACHO NO TIENE COSTO ADICIONAL. MINIMO FACTURACION 50.000.- MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS
70201140426;ADHESIVO COMP SINGLE BOND 2- 3G 3M
70201026088;527822 KIT VITREMER A3 3M DENTAL VENCIMIENTO 09-2025 SE ADJUNTA FICHA TECNICA. DESPACHO 1 DÍAS 24 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS
9050679571;TUBO CEMENTADO SEGUNDO MOLAR, PRESCRIPCION 3M
9020679677;BANDAS MBT PRIMER MOLAR INFERIOR TUBO DOBLE CONVERTIBLE IZQUIERDO 37
70006631553;ARCOS NITI.CLASICO SUP.012 OF.III 10 UDS. SMART UNITEK-9296-605 MARCA 3M UNITEK USA FICHA ADJUNTA
70000807175;ARCO DE ACERO INOXIDABLE PERMACHROME INFERIOR 017X025 ORTHOFORM 3, ALTA RIGIDEZ, CAJA DE 10 UNIDADES MARCA 3M UNITEK PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA COD: NUEVO 3M7020206754
70201408401;COMPOSITE FILTEK ONE BULK FILL A2 4GRS 3M SE ADJUNTA FICHA TÉCNICA VCTO. 11-2024
70201057711;VIDRIO IONÓMERO MODIFICADO CON RESINA BASE CAVITARIA VITREBOND PRESENTACIÓN KIT INTRODUCTORIO 9 G DE POLVO 5.5 ML DE LÍQUID CUCHARA, BLOCK DE MEZCLA MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMIENTO 24 MESES FLETE INCLUIDO
70201076067;COMPOSITE FILTEK Z350 XT JERINGA 4 GR. A3E MARCA 3M VENCMIENTO 18 MESES
70201121228;I-LINER IONOMERO-BASE JERINGA 2,5GR - MARCA:BARMERO- COD:BID318 UN VTO ENTREGA EN:10-12 DIAS HABILES
70201059915;COMPOSITE FILTEK Z350XT BODY A3.5B 4GRS 3M SE ADJUNTA FICHA TÉCNICA VCTO. 11-2024
70201059899;7032A2 FILTEK SUPREME FLOW SYR 2G, 2 SYRKT APACLA 3M - MARCA:3M- COD:70201408039 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201030973;"BOLSAS DISCOS PLÁSTICOS PARA PULIDO DE COMPOSITE GRANO ULTRAFINO MONTADO SOBRE PLÁSTICO NARANJA 4930M DISCOS SOF-LEX XT 3/8 MEDIANO,,NUEVA PRESENTACIÓN BOLSA DE 30 UNIDADES MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FLETE INCLUIDO FECHA DE VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO"""
70201408054;3M FILTEK SUPREME FLOW RESTORATIVE A3 JERINGA UNIDAD 2 GRS FICHA ADJUNTA VCTO SUP A 12 MESES DESDE RECEPCION ENTREGA 5 DIAS CORRIDOS
70201031021;DISCOS SOF-LEX, MARCA 3M
70201059899;7032A2 FILTEK SUPREME FLOW SYR 2G, 2 SYRKT APACLA 3M - MARCA:3M- COD:70201408039 VTO ENTREGA EN:5 A 6 DIAS
70201030965;DISCO SOF-LEX XT 38´´ 4930 SUPER FINO BOLSA 30 UNDS 3M
9020679677;TUBO SIMPLE LR6 1ER MOLAR MBT CONVERTIBLE CEMEN DIRECT 067-6214
XH002405526;SELLANTE DENTAL 3M CONCISE FRASCO 6ML
70202072958;ELASTICO INTRAORAL 3/16 HEAVY (4.6MM) / 6 ONZAS 1/4 MEDIUM (6.4MM) / 4 ONZAS 1/8 HEAVY (3.2MM) 6 ONZAS BOLSA 3000 MARCA 3M
XH002405039;SELLANTE CONCISE FOTOCURADO INSTITUCIONES, FRASCO DE 6ML MARCA 3M ESPE VCTO. 05-2025 SE ADJUNTA FICHA TÉCNICA
70201059899;3M FILTEK Z350 XT UNIV.COLOR A2B JERINGA FICHA TECNICA VCTO SUP A 13 MESES
XA009216749;EVE MANDRIL PDISCOS SOFLEX FICHA ADJUNTA ENTREGA 3 DIAS HABILES.
70202077643;ARCOS NITINOL CLASICO, SUPERELASTICO, SUPERIOR 0.014 FORMA CUADRADA / NATURAL PAQUETE DE 10 UNIDADES,PRODUCTO MARCA 3M UNITEK, PROCEDENCIA USA, SE ADJUNTA FICHA TÉCNICA,PRECIO INCLUYE FLETE
70201026088;527823 VITREMER LÍQUIDO RESTAURACION REPOSICIÓN 3M DENTAL SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. VENCE 07-2025 DESPACHO EN 2 DIAS HABILES EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70201143149;KETAC MOLAR EASYMIX MATERIAL DE OBTURACIÓN DE IONÓMERO DE VIDRIO, MARCA 3M. VENCIMIENTO 02-2025
70201413591;DISCO PULIDO OPTIDISC MANDRIL ESTANDAR 5 UNID - MARCA:- COD:HW195. VTO ENTREGA EN:6 A 7 DIAS
70201411975;SELLANTE FOTOCURADO CONCISE FRASCO 3M - MARCA:3M- COD:XH002405526 KT VTO ENTREGA EN:10-15 DIAS HABILES
70201030924;3M DISCO SOFLEX MEDIANO PAPEL 4851M 12 BOLSA 30 UNID EX-1982M FICHA ADJUNTA USA ENTREGA 5 DIAS
70201079145;527801 FILTEK Z250 XT A4, VCTO 08-2025, 3M DENTAL. DESPACHO EN 2 DIAS HABILES, SIN COSTO ADICIONAL. VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA CARTA DE CANJE. SIN MONTO MINIMO DE DESPACHO
70201031013;4851M DISCOS SOF-LEX 12 MEDIANO 3M - MARCA:3M- COD:70201030932 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201051961;527831 ADHESIVO ADPER SINGLE BOND 2 FRASCO 6GR REG ISP NO APLICA VCTO MAYOR A 24 MESES. DESPACHO EN 5 DÍAS HÁBILES.EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70201031013;3M70201031013-DISCO SOF-LEX XT 12´´ 4931 MEDIO BOLSA 30 UNDS
70201026088;527823 VITREMER LÍQUIDO RESTAURACION REPOSICIÓN, VCTO 08-2025, 3M DENTAL. DESPACHO EN 2 DIAS HABILES, SIN COSTO ADICIONAL. VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA CARTA DE CANJE. SIN MONTO MINIMO DE DESPACHO
70201030908;3M DISCO SOFLEX FINO PAPEL 4850F 38 BOLSA 30 UNID EX-1981F MARCA 3M USA FICHA ADJUNTA ENTREGA 4 DIAS HABILES.
XH002417356;527830 ADHESIVO ADPER SINGLEBOND-2 FRASCO 3GR, VCTO 02-2026, 3M DENTAL. DESPACHO EN 24 HORAS, SIN COSTO ADICIONAL. VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA CARTA DE CANJE. SIN MONTO MINIMO DE DESPACHO.
70201088260;CLINPRO WHITE VARNISH 100 UNIDOSIS CON 100 PINCELES 3M - MARCA:3M- COD:70201088260 KT VTO ENTREGA EN:10-15 DIAS HABILES
70202091578;BANDA PRIMER MOLAR SIN TUBO LL NR 37,5 MARCA 3M UNITEK USA FICHA Y CERTIF ADJUNTA ENTREGA 2 DIAS HABILES.
70201051987;COMPOSITE FILTEK Z350XT BODY 4GRS
70201057711;527824 VITREBOND PLUS CLICKER 3M DENTAL-VENCIMIENTO JULIO 2025-SE ADJUNTA FICHA TÉCNICA.DESPACHO EN 1 DIA CORRIDO.EL DESPACHO NO TIENE COSTO ADICIONAL
70201030882;DISCO LIJA SOFLEX 4850C 3-8 X30 IGUAL A 1981C
70201401158;CLINPRO WHITE VARNISH 100 UNIDOSIS CON 100 PINCELES GRANEL
XH002417356;3M ADHESIVO SINGLE BOND 2 REP. FRASCO 3ML.
70202092428;DISPOSITIVO MEDICO: BANDA SEGUNDO MOLAR MBT INFERIOR TUBO SIMPLE R DERECHO MBT 36+ MARCA 3M UNITEK PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA COD NUEVO : 3M905679365AR
70201030924;DISCOS SOF-LEX, MARCA 3M
XH002405526;SELLANTE CONCISE FRASCO DE 6ML BLANCO, 1 MANGO APLICADO Y 60 CEPILLOS DISPENSADOR DE MEZCLA. MARCA 3M ESPE VCTO. 18 MESES SE ADJUNTA FICHA TÉCNICA
70201059907;527807 FILTEK BULK FILL FLOW A3 3M DENTAL-VENCIMIENTO JULIO 2025-SE ADJUNTA FICHA TÉCNICA. DESPACHO EN 72 HORAS. EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MÍNIMO DE FACTURACIÓN 50.000.
70201059915;527777 FILTEK Z350 XT TONO A3.5B 3M DENTAL SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. VCTO MAYOR A 24 MESES. DESPACHO EN 2 DIAS HABILES EL DESPACHO NO TIENE COSTO ADICIONAL. SOCOFAR CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70201408054;3M FILTEK SUPREME FLOW RESTORATIVE A3 JERINGA UNIDAD
70201139303;GS - 2149 ADHESIVO COMP SINGLE BOND 2 6G
70201059899;527775 FILTEK Z350 XT TONO A2B 3M DENTAL. VCTO. 02-2026 - SE ADJUNTA FICHA TECNICA. DESPACHO EN 1 DIA. EL DESPACHO NO TIENE COSTO ADICIONAL.MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201031039;DISCO SOF-LEX XT 12´´ 4931 SUPER FINO BOLSA 30 UNDS 3M
70201030890;3M70201030890-DISCO SOF-LEX 38´´ 4850 MEDIO BOLSA 30 UNDS
70201030882;DISCO SOF-LEX 38´´ 4850 GRUESO BOLSA 30 UNDS
70201059907;ULTRADENT COMPOSITE FORMA A3B 4 GRS.
70201059915;COMPOSITE FORMA TONO A3.5B JERINGA 4 GRS MARCA ULTRADENT, EXCLUSIVO, CONTIENE ZIRCONIA Y TRIFLUORURO DE ITERBIO, COMPATIBLE CON CUALQUIER ADHESIVO. - PLAZO 1 DIA HABIL TRAS ACEPT. O.C. - F. VENC: 07-2025
70201059923;FILTEK Z350 XT TONO A4B
70202091297;BANDA PRIMER MOLAR SIN TUBO UR NR 37 MARCA 3M UNITEK FICHA Y CERTIF ADJUNTA ENTREGA 2 DIAS HABILES.
70200452947;3M HUINCHA PCOMP. SOFLEX GRANO GM PRESENTACION VENTA X 150 UDS FICHA TECNICA VCTO SUP A 13 MESES
70202077924;ARCO NITI.TERMOACTIV.SUP.018 OF.III 10 UDS. UNITEK UNITEK-4296-993 MARCA 3M UNITEK USA FICHA ADJUNTA
70201030924;3M DISCO SOFLEX GRUESO PAPEL 4851C 12 BOLSA 30 UNID EX-1982C MARCA 3M USA FICHA ADJUNTA ENTREGA 2 DIAS HABILES.
70201059923;527778 FILTEK Z350 XT TONO A4B MARCA 3M DENTAL CERTIFICACIONES ISO 13485 ISO 9001 PROCEDENCIA USA SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. VENCE 01-2026 DESPACHO EN 1 DIA HABIL. EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION. COD-SCFHM
70201408419;FILTEK ONE BULK FILL A3 3M - MARCA:3M- COD:70201404988 UN VTO ENTREGA EN:5 A 6 DIAS
70201408401;COMPOSITE FILTEK ONE BULK FILL A2 4G
70201408054;RESINA FLUIDA TONO A3, EMPACADO EN JERINGAS DE 2 GRS AMBOS MATERIALES FLUIDOS PARA RELLENO EN BLOQUE, PROFUNDIDAD DE FOTOCURADO DE 4 MM, BAJA CONTRACCION Y BAJO ESTRES A LA POLIMERIZACION. PUNTAS DISPENSADORAS. VER ESPECIFICACIONES, PRODUCTO OFERTADO MARCA 3M ESPE, VCTO 2025, PRECIO OFERTADO INCLUYE FLETE.
70201143149;VIDRIO IONOMERO KETAC MOLAR, MARCA 3M
70201079103;3M FILTEK Z350 XT UNIV.COLOR A1B JERINGA FICHA ADJUNTA VCTO 18 MESES
70201026088;KIT VITREMER A3POLV.5GRS-LIQ.2,5-PRIM.2ML-GLAS.2ML 3M - MARCA:3M- COD:70201026088 KT VTO ENTREGA EN:10-15 DIAS HABILES
70201059915;3M FILTEK Z350 XT UNIV.COLOR A3.5B JERINGA 7018A3.5B 4GRS 3M USA FICHA ADJUNTA ENTREGA 4 DIAS HABILES VCTO SUP A 13 MESES DESDE RECEPCION
70006631561;252-0143 ARCO DE NITINOL CLASICO INFERIOR .12 ORTHOFORM II, MARCA 3M UNITEK, PROCEDENCIA USA DESCRIPCIÓN: LOS ARCOS DE NITINOLTM OFRECEN LA ELASTICIDAD Y MALEABILIDAD DEL ACERO Y EL RANGO DE TRABAJO Y LAS FUERZAS LIGERAS QUE SÓLO EL NÍQUEL TITANIO PUEDE OFRECER. PRODUCTO PARA USO EN TRATAMIENTOS DE ORTODONCIA. CARACTERÍSTICAS Y BENEFICIOS: . ALAMBRE DE FUERZA MEDIA, FÁCILMENTE DEFORMABLE . FRICCIÓN MEDIA. FUERZAS UN 40 % MENORES QUE EL ACERO INOXIDABLE . MÓDULO BAJO . EL MÁS RÍGIDO DE LOS ALAMBRES NITINOL RECOMENDADO PARA LA REALIZACIÓN DE DOBLECES DIRIGIDOS AL CIERRE DE ESPACIOS . TERMINADO MATE PARA UNA MEJOR APARIENCIA ESTÉTICA . RANGO DE TRABAJO LARGO . DISPONIBLES EN FORMA REDONDA Y RECTANGULAR PARA RANURAS DE .018 Y .022 . PREFORMADOS, NO SE DEFORMAN . PRESENTACIÓN EN UNIDAD PARA EVITAR CONTAMINACIÓN
70202067420;PERM RES SS OF III OVOIDL 016 300-008 - MARCA:- COD:70202067420 VTO ENTREGA EN:3 AA 4 DIAS CON STOCK65 DIAS
70201411975;KIT SELLANTE CLINPRO 2 JERINGAS KIT INTRODUCTORIO 2 JERINGAS DE CLINPRO SELLANTE DE 1,2 ML. 1 JERINGA DE SCOTCHBOND GRABADOR 3 ML. 20 PUNTAS PARA JERINGA DE SELLANTE 24 PUNTAS PARA JERINGA DE GRABADOR MARCA 3M VCTO.18 MESES SE ADJUNTA FICHA DEL PRODUCTO
70201030973;DISCO SOFLEX LINEA XT GRANO MEDIANO PEQUEÑO BOLSA 30 UNIDADES NARANJO
70201057711;527822 KIT VITREMER A3, VCTO 04-2025, 3M DENTAL.
70201408039;A2 FILTEK Z350 XT FLOW 2 JERINGA 2 GRS CADA UNA MARCA 3M VENCMIENTO 18 MESES
70201030908;3M DISCO SOFLEX FINO PAPEL 4851F 12 BOLSA 30 UNID EX-1982F MARCA 3M USA FICHA ADJUNTA
XH002405039;SET DE SELLANTE DE PUNTOS Y FISURAS EL CUAL DEBE CONTENER: 1 BOTELLA DE 6 ML SELLANTE BLANCO FOTO POLIMERIZABLE, 1 MANGO APLICADOR DE PINCELES, 60 PINCELES TIPO 3M CONCISE INSTITUCIONAL SELLANTE DENTAL SIN ACIDO
UU009805928;DTE LAMPARA I LED PLUS 2500 MW C FUNDAS PROTECTORAS
70006631561;ARCOS NITINOL 0,012 INF - FORMA OVOIDE (10 UNIDADES), MARCA 3M UNITEK, PROCEDENCIA USA, SE ADJUNTA FICHA TÉCNICA, DESÁCHO EN 4 DÍAS
70201143149;527820 KIT KETAC MOLAR EASYMIX 3M DENTAL VENCIMIENTO 07-2025 SE ADJUNTA FICHA TECNICA. DESPACHO 2 DÍAS 48 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS
UU009805928;76973 ELIPAR DEEPCURE-L 100V-240V INT 3M - MARCA:3M- COD:UU009805928 UN VTO ENTREGA EN:10-15 DIAS HABILES
XA009216871;KIT FILTEK Z350 XT ESSENTIAL KIT X5 JER Z350 XT + SBU 5ML 3M - MARCA:3M- COD:XA009216871 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201031005;3M DISCO SOFLEX GRUESO PLAST 4931C 12 BOLSA 30 UNID EX-2382C
UU009805928;527834 76973 LED ELIPAR DEEPC-L MARCA 3M DENTAL CERTIFICACIONES ISO 13485 ISO 9001 PROCEDENCIA USA SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. VENCE 12-2025 DESPACHO EN 24 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70201408401;COMPOSITE FILTEK Z350 FLOW SUPRIME PRESENTACIÓN KIT DE 2 JERINGAS DE 2GR CADA UNA TONO DISPONIBLE A2 COMPOSITE FLUIDO CON NANO TECNOLOGIA PARA SER COLOCADO EN INCREMENTOS DE 2 MM. DISPONIBLE EN JERINGA ERGONOMICA DISEÑADA PARA REDUCIR BURBUJAS. MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMIENTO 2026 FLETE INCLUIDO OFERTA POR UNIDAD DE JERINGA DE 2GR CADA UNA
70201140426;3MXH00241735-ADHESIVO SINGLE BOND 2 ADPER 3GRS
70201030981;4930F DISCOS SOF-LEX XT 38 FINO 3M - MARCA:3M- COD:70201030981 UN VTO ENTREGA EN:10-15 DIAS HABILES
70202092691;BANDA 2°. MOLAR 36+ UR CON TUBO, ROTH, MARCA 3M
70000878861;TUBOS SIMPLE PCEMEN. 1M SUP.DER. MBT CONVERTIBLE UNITEK-068-9982 MARCA 3M UNITEK USA FICHA ADJUNTA ENTREGA 3 DIAS HABILES.
70201408039;COMPOSITE FLOW - FILTEK SUPREME Z350 XT - SET DE 2 JERINGAS -TONO A2 - MARCA 3M
9020689858;BANDA MBT PRIMER MOLAR SUPERIOR, 3M
70201030890;3M70201030890-DISCO SOF-LEX 38´´ 4850 MEDIO BOLSA 30 UNDS
70201026088;KIT VITREMER A3POLV.5GRS-LIQ.2,5-PRIM.2ML-GLAS.2ML 3M - MARCA:3M- COD:70201026088 KT VTO ENTREGA EN: 7 DIAS
9020679198;TUBOS MOLARES CEMENTADO DIRECTO UNITEK
70202078906;ARCOS NITINOL 0,019X0,025 SUP - FORMA CUADRADA (10 UNIDADES), MARCA 3M UNITEK, PROCEDENCIA USA, SE ADJUNTA FICHA TÉCNICA, DESÁCHO EN 4 DÍAS
70201030908;3M DISCO SOFLEX FINO PAPEL 4850F 38 VALOR UNIDAD PRESENTACION DE VENTA BOLSA 30 UNID EX-1981F FICHA ADJUNTA ENTREGA 5 DIAS HABILES.
70201408419;COMPOSITE FILTEKT BULK FILL FLOW, RESTAURADOR FLUIDO PRESENTACIÓN KIT DE 2 JERINGAS DE 2 G CADA UNA MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO FLETE INCLUIDO
70201408419;FILTEK ONE BULK FILL A3 3M - MARCA:3M- COD:70201404988 UN VTO ENTREGA EN:10-15 DIAS HABILES
XH002405039;3M SELLANTE CONCISE INSTITUCIONAL SE ADJUNTA FICHA TECNICA VCTO SUP A 13 MESES
70201031039;"4931F DISCOS SOF-LEX XT 1/2 FINO, NUEVA PRESENTACIÓN BOLSA DE 30 UNIDADES MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMIENTO 24 MESES FLETE INCLUIDO"""
70201408039;3M FILTEK SUPREME FLOW RESTORATIVE JERINGA UNIDAD COLOR A2 O COLOR A3 SE ADJUNTA FICHA TECNICA VCTO SUP A 13 MESES
70202092675;BANDA 2°. MOLAR 35+ UR CON TUBO, ROTH, MARCA 3M
70201411975;527849 SELL.FOTOCUR.CLINP.JER 3M DENTAL, COD-SCFHM. VCTO. 09-2025 - SE ADJUNTA FICHA TÉCNICA. DESPACHO EN 3 DIAS. EL DESPACHO NO TIENE COSTO ADICIONAL. MINIMO FACTURACION 50.000.- MUNNICH CUENTA CON SERVICIO POSTVENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201140426;ADHESIVO SINGLE BOND UNIVERSAL FRASCO 5ML MARCA 3M VENCMIENTO 13 MESES
70201059956;COMPOSITE RESTAURADOR FILTEK Z350 COLOR B2E COMPOSITE ALTAMENTE ESTETICO DE 100% NANORRELLENO CON TECNOLOGIA PATENTADA DE NANOPARTICULAS Y NANO CLUSTERS. FABRICADO EN USA. PRESENTACIÓN JERINGA DE 4G MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FECHA DE VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO FLETE INCLUIDO
70202067404;PERM RES SS OF III OVOIDL 014 300-006 - MARCA:- COD:70202067404 VTO ENTREGA EN:3 AA 4 DIAS CON STOCK65 DIAS
70201059907;COMPOSITE FILTEK Z350 XT A3.5 JER 4 GRS, 3M ESPE
70201143149;527820 KIT KETAC MOLAR EASYMIX VCTO MAYOR A 24 MESES. DESPACHO EN 1 DÍA. EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70201059915;JERINGA FILTEK Z350 XT TONO A3.5B 3M - MARCA:3M- COD:70201059915 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201057711;7510 VITREBOND FOTOCURADO 3M - MARCA:3M- COD:XH002405419 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201051987;COMPOSITE FILTEK ONE BULK FILL A2 4GRS
70000846447;BRACKET DE REPOSICION GEMINI MBT 0.22 DE UL 2 TORQUE EN BASE MODELO GEMINI PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FLETE INCLUIDO OFERTA POR UNIDAD DE REPOSICIÓN. PRESENTACIÓN SOBRE DE 10 UNIDADES OFERTA POR UNIDAD DE REPOSICIÓN.
70000846421;3MU70202121540-REP. BRACK GEMINI TWIN UL1 CENTRAL MBT 119-713 3M BRACKETS GEMINI MBT
70201059881;COMPOSITE FILTEK Z350XT BODY A1B 4GRS
70201076083;JERINGA FILTEK Z350 XT TONO B2E 3M - MARCA:3M- COD:70201076083 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201139303;ADHESIVO SINGLE BOND UNIVERSAL FRASCO 3ML MARCA 3M VENCMIENTO 24 MESES
70201050930;527823 VITREMER LÍQUIDO RESTAURACION REPOSICIÓN3M DENTAL SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. VENCIMIENTO MAYOR A 24 MESES DESPACHO EN 24 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70201031005;DISCO SOFLEX ROJO GRANDE (4931-C) BOLSA DE 30 UNIDADES MARCA 3M ESPE, VCTO 2025
70201140426;ADHESIVO SINGLE BOND UNIVERSAL 5ML MARCA 3M ESPE VENCMIENTO 24 MESES
UU009805928;LAMPARA DE FOTOCURADO ELIPART DEEPCURE-L MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TÉCNICA FLETE INCLUIDO MONTO MINIMO DE DESPACHO POR OC 50.000 NETO
70201408419;3M7020140498-COMPOSITE FILTEK ONE BULK FILL A3 4GRS
9050679167;201-0753 - BANDA MBT SEGUNDO MOLAR INFERIOR MARCA 3M
70201030916;DISCO SOF-LEX 38´´ 4850 SUPER FINO 30 UNDS
70201030882;KIT DISCO SOFLEX TAMAÑO GRANDE, MEDIANO, PEQUEÑO Y GRANO FINO MEDIANO Y GRUESO, MARCA 3M ESPE, PRESENTACIÓN BOLSA DE 30 UNI. SE ADJUNTA FICHA TÉCNICA, DESPACHO EN 3 DÍAS, PRECIO OFERTADO INCLUYE FLETE.
